,MAL_ID,Genres,Type,Episodes,Studios,Rating,Start_year,Start_season,Score,range_episodes,Genres_Split,Studios_Split
8538,21835,Game,TV,52,Toei Animation,PG-13 - Teens 13 or older,2014,Spring,6.67,[49 - 61],['Game'],['ToeiAnimation']
8539,21843,"Action, Adventure, Demons, Supernatural, Magic, Fantasy",TV,12,MAPPA,R - 17+ (violence & profanity),2014,Fall,7.67,[1 - 13],"['Action', 'Adventure', 'Demons', 'Supernatural', 'Magic', 'Fantasy']",['MAPPA']
8540,21845,"Sci-Fi, Drama, Romance, School",TV,12,feel.,PG-13 - Teens 13 or older,2014,Fall,6.76,[1 - 13],"['Sci-Fi', 'Drama', 'Romance', 'School']",['feel.']
8541,21851,"Parody, School, Slice of Life",TV,12,Yaoyorozu,PG-13 - Teens 13 or older,2014,Winter,7.1,[1 - 13],"['Parody', 'School', 'SliceofLife']",['Yaoyorozu']
8542,21853,"Music, Slice of Life, School",Special,1,Sunrise,PG-13 - Teens 13 or older,2013,Fall,6.99,[1 - 13],"['Music', 'SliceofLife', 'School']",['Sunrise']
8543,21855,"Mystery, Comedy, Supernatural",TV,5,Shaft,R - 17+ (violence & profanity),2014,Summer,7.99,[1 - 13],"['Mystery', 'Comedy', 'Supernatural']",['Shaft']
8545,21863,"Harem, Slice of Life, Comedy, Ecchi, Seinen",TV,12,Zexcs,PG-13 - Teens 13 or older,2014,Spring,7.18,[1 - 13],"['Harem', 'SliceofLife', 'Comedy', 'Ecchi', 'Seinen']",['Zexcs']
8546,21867,"Adventure, Police, Comedy, Mystery, Shounen",Special,1,TMS Entertainment,PG-13 - Teens 13 or older,2014,Fall,7.78,[1 - 13],"['Adventure', 'Police', 'Comedy', 'Mystery', 'Shounen']",['TMSEntertainment']
8549,21877,"Game, Comedy, Romance, School, Seinen",TV,12,J.C.Staff,PG-13 - Teens 13 or older,2018,Summer,7.88,[1 - 13],"['Game', 'Comedy', 'Romance', 'School', 'Seinen']",['J.C.Staff']
8550,21879,Comedy,Special,1,A-1 Pictures,PG-13 - Teens 13 or older,2014,Spring,6.59,[1 - 13],['Comedy'],['A-1Pictures']
8551,21881,"Action, Game, Adventure, Romance, Fantasy",TV,24,A-1 Pictures,PG-13 - Teens 13 or older,2014,Summer,6.79,[13 - 25],"['Action', 'Game', 'Adventure', 'Romance', 'Fantasy']",['A-1Pictures']
8553,21899,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen",Movie,2,Sunrise,PG-13 - Teens 13 or older,2012,Summer,8.44,[1 - 13],"['Action', 'Sci-Fi', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Shounen']",['Sunrise']
8559,21939,"Adventure, Slice of Life, Mystery, Historical, Supernatural, Fantasy, Seinen",TV,10,Artland,PG-13 - Teens 13 or older,2014,Spring,8.72,[1 - 13],"['Adventure', 'SliceofLife', 'Mystery', 'Historical', 'Supernatural', 'Fantasy', 'Seinen']",['Artland']
8577,21995,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",TV,12,Production I.G,PG-13 - Teens 13 or older,2014,Summer,7.67,[1 - 13],"['Comedy', 'Drama', 'Romance', 'School', 'Shoujo', 'SliceofLife']",['ProductionI.G']
8580,22013,Comedy,TV,26,Production I.G,PG-13 - Teens 13 or older,2014,Winter,6.85,[25 - 37],['Comedy'],['ProductionI.G']
8581,22031,"Action, Historical, Seinen",Special,1,Studio Egg,R - 17+ (violence & profanity),2005,Spring,5.91,[1 - 13],"['Action', 'Historical', 'Seinen']",['StudioEgg']
8585,22043,"Action, Adventure, Comedy, Fantasy, Magic, Shounen",TV,102,"A-1 Pictures, Bridge",PG-13 - Teens 13 or older,2014,Spring,7.73,[97 - 109],"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen']","['A-1Pictures', 'Bridge']"
8587,22053,"Comedy, Horror, Mystery, Supernatural",OVA,10,Studio Pierrot,PG-13 - Teens 13 or older,2005,Summer,6.46,[1 - 13],"['Comedy', 'Horror', 'Mystery', 'Supernatural']",['StudioPierrot']
8588,22055,"Horror, Mystery, Supernatural",Special,2,Studio Pierrot,PG-13 - Teens 13 or older,2000,Fall,6.03,[1 - 13],"['Horror', 'Mystery', 'Supernatural']",['StudioPierrot']
8589,22057,"Comedy, Romance, Seinen, Supernatural",OVA,1,Production IMS,PG-13 - Teens 13 or older,2014,Spring,6.88,[1 - 13],"['Comedy', 'Romance', 'Seinen', 'Supernatural']",['ProductionIMS']
8593,22071,"Comedy, Romance, Slice of Life",Special,1,Doga Kobo,PG-13 - Teens 13 or older,2014,Winter,7.07,[1 - 13],"['Comedy', 'Romance', 'SliceofLife']",['DogaKobo']
8594,22081,Hentai,OVA,1,Jumondo,Rx - Hentai,2014,Winter,6.03,[1 - 13],['Hentai'],['Jumondo']
8596,22097,"Action, Adventure, Fantasy, Magic, Shounen",OVA,5,Lay-duce,PG-13 - Teens 13 or older,2014,Spring,7.85,[1 - 13],"['Action', 'Adventure', 'Fantasy', 'Magic', 'Shounen']",['Lay-duce']
8597,22099,"Game, Kids",TV,51,TMS Entertainment,PG - Children,2014,Spring,6.05,[49 - 61],"['Game', 'Kids']",['TMSEntertainment']
8598,22101,"Adventure, Romance, Fantasy, Shoujo",TV,12,Studio Pierrot,PG-13 - Teens 13 or older,2014,Spring,7.67,[1 - 13],"['Adventure', 'Romance', 'Fantasy', 'Shoujo']",['StudioPierrot']
8600,22113,"Comedy, Fantasy, School",ONA,4,Sunrise,PG-13 - Teens 13 or older,2011,Summer,6.24,[1 - 13],"['Comedy', 'Fantasy', 'School']",['Sunrise']
8601,22117,"Action, Supernatural, Fantasy, Seinen",OVA,1,J.C.Staff,PG-13 - Teens 13 or older,2015,Winter,6.82,[1 - 13],"['Action', 'Supernatural', 'Fantasy', 'Seinen']",['J.C.Staff']
8603,22123,"Comedy, School, Shoujo Ai",TV,12,Seven,PG-13 - Teens 13 or older,2014,Spring,6.57,[1 - 13],"['Comedy', 'School', 'ShoujoAi']",['Seven']
8604,22125,"Comedy, School, Shounen, Sports",Special,1,Production I.G,PG-13 - Teens 13 or older,2014,Spring,7.66,[1 - 13],"['Comedy', 'School', 'Shounen', 'Sports']",['ProductionI.G']
8606,22135,"Drama, Psychological, Seinen, Sports",TV,11,Tatsunoko Production,PG-13 - Teens 13 or older,2014,Spring,8.63,[1 - 13],"['Drama', 'Psychological', 'Seinen', 'Sports']",['TatsunokoProduction']
8607,22137,"Action, Demons",Special,1,Studio 4°C,PG-13 - Teens 13 or older,2013,Spring,5.85,[1 - 13],"['Action', 'Demons']",['Studio4°C']
8608,22145,"Action, Mystery, Comedy, Historical, Demons, Supernatural, Shounen",TV,10,A-1 Pictures,R - 17+ (violence & profanity),2014,Summer,8.13,[1 - 13],"['Action', 'Mystery', 'Comedy', 'Historical', 'Demons', 'Supernatural', 'Shounen']",['A-1Pictures']
8609,22147,"Comedy, Drama, Fantasy, Magic",TV,13,Kyoto Animation,PG-13 - Teens 13 or older,2014,Fall,7.52,[13 - 25],"['Comedy', 'Drama', 'Fantasy', 'Magic']",['KyotoAnimation']
8623,22189,"Slice of Life, Comedy, Seinen",TV,12,feel.,PG-13 - Teens 13 or older,2014,Summer,6.9,[1 - 13],"['SliceofLife', 'Comedy', 'Seinen']",['feel.']
8625,22199,"Action, Adventure, Drama, Fantasy, Shounen",TV,24,White Fox,R - 17+ (violence & profanity),2014,Summer,7.53,[13 - 25],"['Action', 'Adventure', 'Drama', 'Fantasy', 'Shounen']",['WhiteFox']
8627,22215,"Music, Shoujo, Sports",TV,11,"Tatsunoko Production, Dongwoo A&E",PG - Children,2014,Spring,6.36,[1 - 13],"['Music', 'Shoujo', 'Sports']","['TatsunokoProduction', 'DongwooA&E']"
8630,22225,"Comedy, Ecchi, Fantasy",TV,12,"Project No.9, Tri-Slash",R+ - Mild Nudity,2014,Summer,5.59,[1 - 13],"['Comedy', 'Ecchi', 'Fantasy']","['ProjectNo.9', 'Tri-Slash']"
8632,22239,Magic,Special,1,Studio Pierrot,PG - Children,2003,Spring,5.105263157894737,[1 - 13],['Magic'],['StudioPierrot']
8637,22265,"Slice of Life, Comedy, Sports, Drama, School",TV,13,"Kyoto Animation, Animation Do",PG-13 - Teens 13 or older,2014,Summer,7.68,[13 - 25],"['SliceofLife', 'Comedy', 'Sports', 'Drama', 'School']","['KyotoAnimation', 'AnimationDo']"
8639,22273,"Game, Psychological",TV,12,J.C.Staff,R - 17+ (violence & profanity),2014,Spring,7.26,[1 - 13],"['Game', 'Psychological']",['J.C.Staff']
8640,22275,"Comedy, Slice of Life",OVA,1,TMS Entertainment,PG-13 - Teens 13 or older,1990,Summer,5.862745098039215,[1 - 13],"['Comedy', 'SliceofLife']",['TMSEntertainment']
8642,22293,Music,Music,1,Studio Pierrot,R+ - Mild Nudity,1999,Winter,5.75,[1 - 13],['Music'],['StudioPierrot']
8644,22297,"Action, Fantasy, Magic, Supernatural",TV,12,ufotable,R - 17+ (violence & profanity),2014,Fall,8.22,[1 - 13],"['Action', 'Fantasy', 'Magic', 'Supernatural']",['ufotable']
8646,22319,"Action, Mystery, Horror, Psychological, Supernatural, Drama, Seinen",TV,12,Studio Pierrot,R - 17+ (violence & profanity),2014,Summer,7.81,[1 - 13],"['Action', 'Mystery', 'Horror', 'Psychological', 'Supernatural', 'Drama', 'Seinen']",['StudioPierrot']
8650,22335,"Comedy, School, Shounen, Sports",Special,2,MAPPA,PG-13 - Teens 13 or older,2014,Winter,6.53,[1 - 13],"['Comedy', 'School', 'Shounen', 'Sports']",['MAPPA']
8653,22359,Adventure,TV,26,"Studio Ghibli, Polygon Pictures",G - All Ages,2014,Fall,7.15,[25 - 37],['Adventure'],"['StudioGhibli', 'PolygonPictures']"
8654,22361,"Adventure, Comedy, Magic",Special,1,A.C.G.T.,PG-13 - Teens 13 or older,2002,Fall,6.33,[1 - 13],"['Adventure', 'Comedy', 'Magic']",['A.C.G.T.']
8655,22377,"Action, Game, Martial Arts, School",ONA,5,Graphinica,PG-13 - Teens 13 or older,2014,Winter,3.6,[1 - 13],"['Action', 'Game', 'MartialArts', 'School']",['Graphinica']
8656,22381,"Comedy, Fantasy, Kids",TV,10,Cyclone Graphics,G - All Ages,2014,Winter,6.0,[1 - 13],"['Comedy', 'Fantasy', 'Kids']",['CycloneGraphics']
8663,22417,"Action, Music",Music,1,Production I.G,PG-13 - Teens 13 or older,2000,Spring,4.87,[1 - 13],"['Action', 'Music']",['ProductionI.G']
8668,22433,"Action, Military, Fantasy, Mecha, Shounen",TV,12,"Production I.G, Xebec",R - 17+ (violence & profanity),2014,Spring,7.29,[1 - 13],"['Action', 'Military', 'Fantasy', 'Mecha', 'Shounen']","['ProductionI.G', 'Xebec']"
8669,22435,"Action, Mecha, Sci-Fi",Special,1,Sunrise,PG-13 - Teens 13 or older,2014,Winter,6.15,[1 - 13],"['Action', 'Mecha', 'Sci-Fi']",['Sunrise']
8670,22439,"Comedy, Kids, Mystery",TV,13,Asahi Production,PG - Children,2007,Winter,5.715909090909091,[13 - 25],"['Comedy', 'Kids', 'Mystery']",['AsahiProduction']
8671,22441,"Comedy, Fantasy, Kids",TV,27,Asahi Production,PG - Children,2007,Fall,6.1875,[25 - 37],"['Comedy', 'Fantasy', 'Kids']",['AsahiProduction']
8681,22465,"Fantasy, Kids, School, Slice of Life",TV,48,Egg,PG - Children,2014,Spring,5.5,[37 - 49],"['Fantasy', 'Kids', 'School', 'SliceofLife']",['Egg']
8698,22503,"Sci-Fi, Slice of Life, Comedy, Kids, School",TV,10,Studio Deen,G - All Ages,2014,Winter,5.1,[1 - 13],"['Sci-Fi', 'SliceofLife', 'Comedy', 'Kids', 'School']",['StudioDeen']
8699,22507,"Sports, Cars, Seinen",TV,4,SynergySP,PG-13 - Teens 13 or older,2014,Spring,8.24,[1 - 13],"['Sports', 'Cars', 'Seinen']",['SynergySP']
8704,22535,"Action, Sci-Fi, Horror, Psychological, Drama, Seinen",TV,24,Madhouse,R - 17+ (violence & profanity),2014,Fall,8.4,[13 - 25],"['Action', 'Sci-Fi', 'Horror', 'Psychological', 'Drama', 'Seinen']",['Madhouse']
8705,22537,"Dementia, Horror, Supernatural",TV,13,ILCA,PG-13 - Teens 13 or older,2014,Summer,6.5,[13 - 25],"['Dementia', 'Horror', 'Supernatural']",['ILCA']
8706,22541,Comedy,TV,12,DLE,G - All Ages,2014,Winter,5.228571428571429,[1 - 13],['Comedy'],['DLE']
8708,22547,"Action, Adventure, Fantasy, Martial Arts",TV,13,Gonzo,R - 17+ (violence & profanity),2014,Spring,6.09,[13 - 25],"['Action', 'Adventure', 'Fantasy', 'MartialArts']",['Gonzo']
8718,22583,"Sci-Fi, Slice of Life, Space, Comedy, Seinen",Movie,1,A-1 Pictures,PG-13 - Teens 13 or older,2014,Summer,7.6,[1 - 13],"['Sci-Fi', 'SliceofLife', 'Space', 'Comedy', 'Seinen']",['A-1Pictures']
8749,22655,Hentai,OVA,4,PoRO,Rx - Hentai,2014,Spring,6.37,[1 - 13],['Hentai'],['PoRO']
8752,22663,"Action, Fantasy, Harem, Romance, School, Supernatural",TV,12,Diomedéa,R - 17+ (violence & profanity),2015,Winter,6.91,[1 - 13],"['Action', 'Fantasy', 'Harem', 'Romance', 'School', 'Supernatural']",['Diomedéa']
8755,22673,"Comedy, Sports",Special,9,Production I.G,PG-13 - Teens 13 or older,2014,Winter,7.74,[1 - 13],"['Comedy', 'Sports']",['ProductionI.G']
8757,22677,"Action, Adventure, Police, Mecha, Military, Sci-Fi, Seinen",Movie,1,Sola Digital Arts,R - 17+ (violence & profanity),2015,Winter,7.04,[1 - 13],"['Action', 'Adventure', 'Police', 'Mecha', 'Military', 'Sci-Fi', 'Seinen']",['SolaDigitalArts']
8759,22687,"Action, Sci-Fi, Space, Horror, Drama, Seinen",TV,13,LIDENFILMS,R - 17+ (violence & profanity),2014,Fall,7.04,[13 - 25],"['Action', 'Sci-Fi', 'Space', 'Horror', 'Drama', 'Seinen']",['LIDENFILMS']
8760,22689,"Action, Horror, Sci-Fi, Space",OVA,2,LIDENFILMS,R - 17+ (violence & profanity),2014,Summer,7.19,[1 - 13],"['Action', 'Horror', 'Sci-Fi', 'Space']",['LIDENFILMS']
8761,22693,"Fantasy, Magic, Romance, Shoujo",TV,52,"Studio Comet, Zexcs",PG - Children,2014,Spring,7.39,[49 - 61],"['Fantasy', 'Magic', 'Romance', 'Shoujo']","['StudioComet', 'Zexcs']"
8762,22695,"Action, Adventure, Comedy, Super Power, Martial Arts, Fantasy, Shounen",Special,1,Toei Animation,PG-13 - Teens 13 or older,1992,Summer,6.62,[1 - 13],"['Action', 'Adventure', 'Comedy', 'SuperPower', 'MartialArts', 'Fantasy', 'Shounen']",['ToeiAnimation']
8763,22699,"Action, Slice of Life, Adventure, Fantasy, Martial Arts, Comedy, Super Power, Shounen",Special,1,Toei Animation,PG-13 - Teens 13 or older,1993,Fall,6.53,[1 - 13],"['Action', 'SliceofLife', 'Adventure', 'Fantasy', 'MartialArts', 'Comedy', 'SuperPower', 'Shounen']",['ToeiAnimation']
8766,22729,"Action, Military, Sci-Fi, Mecha",TV,12,"A-1 Pictures, TROYCA",R - 17+ (violence & profanity),2014,Summer,7.44,[1 - 13],"['Action', 'Military', 'Sci-Fi', 'Mecha']","['A-1Pictures', 'TROYCA']"
8767,22733,"Fantasy, Shounen",TV,51,OLM,PG-13 - Teens 13 or older,2014,Spring,6.24,[49 - 61],"['Fantasy', 'Shounen']",['OLM']
8768,22735,Game,TV,51,"Xebec, OLM",G - All Ages,2014,Spring,5.91,[49 - 61],['Game'],"['Xebec', 'OLM']"
8769,22745,"Harem, Romance, Shoujo",Special,1,Brain's Base,PG-13 - Teens 13 or older,2014,Winter,6.55,[1 - 13],"['Harem', 'Romance', 'Shoujo']","[""Brain'sBase""]"
8772,22759,Comedy,OVA,1,J.C.Staff,PG-13 - Teens 13 or older,2014,Winter,6.8,[1 - 13],['Comedy'],['J.C.Staff']
8773,22763,"Drama, Mystery, Seinen, Supernatural",Special,1,ufotable,R - 17+ (violence & profanity),2013,Summer,7.49,[1 - 13],"['Drama', 'Mystery', 'Seinen', 'Supernatural']",['ufotable']
8774,22777,"Action, Adventure, Comedy, Super Power, Martial Arts, Fantasy, Shounen",TV,61,Toei Animation,PG-13 - Teens 13 or older,2014,Spring,7.69,[61 - 73],"['Action', 'Adventure', 'Comedy', 'SuperPower', 'MartialArts', 'Fantasy', 'Shounen']",['ToeiAnimation']
8775,22785,"Comedy, Romance, School, Shoujo Ai, Slice of Life",ONA,10,ChuChu,PG-13 - Teens 13 or older,2012,Fall,6.32,[1 - 13],"['Comedy', 'Romance', 'School', 'ShoujoAi', 'SliceofLife']",['ChuChu']
8776,22789,"Comedy, Slice of Life",TV,12,Kinema Citrus,PG-13 - Teens 13 or older,2014,Summer,8.41,[1 - 13],"['Comedy', 'SliceofLife']",['KinemaCitrus']
8779,22817,"Mystery, Shounen",TV,25,Toei Animation,R - 17+ (violence & profanity),2014,Spring,7.53,[25 - 37],"['Mystery', 'Shounen']",['ToeiAnimation']
8780,22819,"Slice of Life, Music, School, Shoujo",Movie,1,Sunrise,PG - Children,2014,Fall,7.41,[1 - 13],"['SliceofLife', 'Music', 'School', 'Shoujo']",['Sunrise']
8783,22831,"Sports, Seinen",TV,23,Toei Animation,PG-13 - Teens 13 or older,2014,Spring,6.11,[13 - 25],"['Sports', 'Seinen']",['ToeiAnimation']
8784,22835,"Slice of Life, Comedy, Ecchi, School",TV,13,Asahi Production,PG-13 - Teens 13 or older,2014,Summer,5.94,[13 - 25],"['SliceofLife', 'Comedy', 'Ecchi', 'School']",['AsahiProduction']
8785,22839,"Slice of Life, School",Special,1,CoMix Wave Films,G - All Ages,2014,Winter,7.4,[1 - 13],"['SliceofLife', 'School']",['CoMixWaveFilms']
8788,22847,Drama,Movie,1,ufotable,G - All Ages,2013,Summer,6.1,[1 - 13],['Drama'],['ufotable']
8791,22859,Comedy,Special,1,Kyoto Animation,PG-13 - Teens 13 or older,2014,Winter,7.18,[1 - 13],['Comedy'],['KyotoAnimation']
8792,22865,"Harem, Comedy, Supernatural, School",TV,12,SILVER LINK.,PG-13 - Teens 13 or older,2014,Summer,7.18,[1 - 13],"['Harem', 'Comedy', 'Supernatural', 'School']",['SILVERLINK.']
8793,22877,"Action, Harem, Comedy, Supernatural, Romance, Ecchi, Fantasy, School",TV,12,TNK,PG-13 - Teens 13 or older,2014,Summer,6.82,[1 - 13],"['Action', 'Harem', 'Comedy', 'Supernatural', 'Romance', 'Ecchi', 'Fantasy', 'School']",['TNK']
8799,22955,"Fantasy, Comedy",TV,24,Telecom Animation Film,PG-13 - Teens 13 or older,2014,Summer,5.49,[13 - 25],"['Fantasy', 'Comedy']",['TelecomAnimationFilm']
8801,22961,"Slice of Life, Romance",OVA,1,Production IMS,PG-13 - Teens 13 or older,2014,Fall,7.92,[1 - 13],"['SliceofLife', 'Romance']",['ProductionIMS']
8804,22977,"Comedy, Horror, Kids, Shounen",Movie,1,Shin-Ei Animation,G - All Ages,1981,Winter,5.647058823529412,[1 - 13],"['Comedy', 'Horror', 'Kids', 'Shounen']",['Shin-EiAnimation']
8805,22979,"Adventure, Comedy, Ecchi, Fantasy, Magic, School",Movie,1,Toei Animation,G - All Ages,1992,Winter,6.3125,[1 - 13],"['Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Magic', 'School']",['ToeiAnimation']
8807,22983,"Comedy, Fantasy, Kids, Supernatural, Vampire",ONA,2,Sunrise,PG - Children,2010,Spring,5.72,[1 - 13],"['Comedy', 'Fantasy', 'Kids', 'Supernatural', 'Vampire']",['Sunrise']
8808,22985,"Comedy, Fantasy, Kids, Supernatural, Vampire",Special,1,Sunrise,PG - Children,2014,Winter,5.75,[1 - 13],"['Comedy', 'Fantasy', 'Kids', 'Supernatural', 'Vampire']",['Sunrise']
8810,22993,"Comedy, Kids, School, Slice of Life",Movie,1,Shin-Ei Animation,G - All Ages,1986,Winter,6.095238095238095,[1 - 13],"['Comedy', 'Kids', 'School', 'SliceofLife']",['Shin-EiAnimation']
8817,23007,"Adventure, Kids",Movie,1,Toei Animation,G - All Ages,1963,Fall,5.333333333333333,[1 - 13],"['Adventure', 'Kids']",['ToeiAnimation']
8820,23013,Comedy,TV,26,Eiken,G - All Ages,1970,Fall,5.169811320754717,[25 - 37],['Comedy'],['Eiken']
8822,23023,Music,Music,1,Khara,G - All Ages,2013,Fall,4.85,[1 - 13],['Music'],['Khara']
8826,23037,"Action, Music, Comedy, Historical, Shoujo",TV,12,Studio Deen,PG-13 - Teens 13 or older,2014,Summer,6.05,[1 - 13],"['Action', 'Music', 'Comedy', 'Historical', 'Shoujo']",['StudioDeen']
8837,23067,"Action, Sci-Fi, Adventure, Comedy, Super Power, Kids, Mecha, Shounen",TV,52,Bones,G - All Ages,2014,Spring,6.45,[49 - 61],"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'SuperPower', 'Kids', 'Mecha', 'Shounen']",['Bones']
8838,23079,"Romance, Slice of Life, Supernatural",TV,13,P.A. Works,PG-13 - Teens 13 or older,2014,Summer,5.44,[13 - 25],"['Romance', 'SliceofLife', 'Supernatural']",['P.A.Works']
8839,23083,"Kids, Fantasy, Magic, Shoujo",Movie,1,Toei Animation,G - All Ages,2014,Fall,7.03,[1 - 13],"['Kids', 'Fantasy', 'Magic', 'Shoujo']",['ToeiAnimation']
8843,23099,"Sci-Fi, Comedy, Mecha",Special,1,Production I.G,PG-13 - Teens 13 or older,2013,Summer,6.06,[1 - 13],"['Sci-Fi', 'Comedy', 'Mecha']",['ProductionI.G']
8844,23101,Hentai,OVA,1,PoRO,Rx - Hentai,2014,Spring,6.14,[1 - 13],['Hentai'],['PoRO']
8845,23107,"Comedy, Fantasy, Kids",TV,50,OLM,G - All Ages,2014,Spring,6.315217391304348,[49 - 61],"['Comedy', 'Fantasy', 'Kids']",['OLM']
8846,23115,"Mystery, Comedy, Super Power",Special,1,NAZ,PG-13 - Teens 13 or older,2014,Winter,6.78,[1 - 13],"['Mystery', 'Comedy', 'SuperPower']",['NAZ']
8847,23121,"Comedy, School, Slice of Life",TV,13,feel.,PG-13 - Teens 13 or older,2014,Summer,6.49,[13 - 25],"['Comedy', 'School', 'SliceofLife']",['feel.']
8850,23133,"Action, Drama, Mecha, Mystery, Psychological, Sci-Fi",TV,24,"Satelight, C2C",R - 17+ (violence & profanity),2014,Spring,6.61,[13 - 25],"['Action', 'Drama', 'Mecha', 'Mystery', 'Psychological', 'Sci-Fi']","['Satelight', 'C2C']"
8851,23135,"Music, Slice of Life, School, Shoujo",TV,140,"Tatsunoko Production, Dongwoo A&E",PG - Children,2014,Summer,7.44,[133 - 145],"['Music', 'SliceofLife', 'School', 'Shoujo']","['TatsunokoProduction', 'DongwooA&E']"
8852,23137,"Military, School",Special,4,Actas,PG-13 - Teens 13 or older,2013,Summer,6.58,[1 - 13],"['Military', 'School']",['Actas']
8854,23151,"Music, Slice of Life, Shoujo",TV,13,Zexcs,PG-13 - Teens 13 or older,2014,Summer,6.1,[13 - 25],"['Music', 'SliceofLife', 'Shoujo']",['Zexcs']
8855,23153,"Romance, Comedy, Harem, Parody, Shounen",OVA,3,Manglobe,PG-13 - Teens 13 or older,2014,Spring,7.15,[1 - 13],"['Romance', 'Comedy', 'Harem', 'Parody', 'Shounen']",['Manglobe']
8858,23177,"Music, Slice of Life, Drama, Romance, Shoujo",Special,4,OLM,G - All Ages,2003,Winter,5.66,[1 - 13],"['Music', 'SliceofLife', 'Drama', 'Romance', 'Shoujo']",['OLM']
8866,23199,"Action, Mystery, Supernatural",TV,12,Shuka,R - 17+ (violence & profanity),2015,Winter,8.03,[1 - 13],"['Action', 'Mystery', 'Supernatural']",['Shuka']
8867,23201,"Action, Super Power, Martial Arts, Samurai, Historical",TV,12,Telecom Animation Film,PG-13 - Teens 13 or older,2014,Summer,6.87,[1 - 13],"['Action', 'SuperPower', 'MartialArts', 'Samurai', 'Historical']",['TelecomAnimationFilm']
8868,23209,"Drama, Fantasy, School, Slice of Life",TV,13,Studio 3Hz,PG-13 - Teens 13 or older,2014,Fall,6.77,[13 - 25],"['Drama', 'Fantasy', 'School', 'SliceofLife']",['Studio3Hz']
8869,23213,"Comedy, Josei, Slice of Life",TV,13,DLE,PG-13 - Teens 13 or older,2014,Spring,5.93,[13 - 25],"['Comedy', 'Josei', 'SliceofLife']",['DLE']
8870,23225,"Comedy, Shoujo Ai, Slice of Life",OVA,1,TYO Animations,PG-13 - Teens 13 or older,2015,Winter,7.88,[1 - 13],"['Comedy', 'ShoujoAi', 'SliceofLife']",['TYOAnimations']
8871,23227,"Slice of Life, Comedy, Romance, Seinen",OVA,1,Doga Kobo,PG-13 - Teens 13 or older,2014,Winter,7.15,[1 - 13],"['SliceofLife', 'Comedy', 'Romance', 'Seinen']",['DogaKobo']
8872,23229,Comedy,TV,13,"Studio Deen, Studio Hibari",PG-13 - Teens 13 or older,2014,Spring,5.62,[13 - 25],['Comedy'],"['StudioDeen', 'StudioHibari']"
8873,23233,"Action, Ecchi, Fantasy, Romance, Harem, Demons",TV,12,Production IMS,R+ - Mild Nudity,2015,Winter,6.8,[1 - 13],"['Action', 'Ecchi', 'Fantasy', 'Romance', 'Harem', 'Demons']",['ProductionIMS']
8874,23237,Comedy,Special,7,Kyoto Animation,PG-13 - Teens 13 or older,2014,Winter,7.11,[1 - 13],['Comedy'],['KyotoAnimation']
8877,23249,"Action, Military, Sci-Fi, Space, Drama",Movie,1,Xebec,PG-13 - Teens 13 or older,2014,Fall,7.77,[1 - 13],"['Action', 'Military', 'Sci-Fi', 'Space', 'Drama']",['Xebec']
8878,23251,"Comedy, Supernatural, Shounen",TV,12,TMS Entertainment,PG-13 - Teens 13 or older,2014,Fall,7.58,[1 - 13],"['Comedy', 'Supernatural', 'Shounen']",['TMSEntertainment']
8879,23259,"Action, Mecha, Sci-Fi, Space",TV,26,Sunrise,PG-13 - Teens 13 or older,2014,Fall,5.76,[25 - 37],"['Action', 'Mecha', 'Sci-Fi', 'Space']",['Sunrise']
8882,23269,"Slice of Life, Comedy, School, Seinen",TV,12,Studio Gokumi,PG-13 - Teens 13 or older,2015,Spring,7.53,[1 - 13],"['SliceofLife', 'Comedy', 'School', 'Seinen']",['StudioGokumi']
8883,23273,"Drama, Music, Romance, School, Shounen",TV,22,A-1 Pictures,PG-13 - Teens 13 or older,2014,Fall,8.74,[13 - 25],"['Drama', 'Music', 'Romance', 'School', 'Shounen']",['A-1Pictures']
8885,23277,"Harem, Comedy, Romance, Ecchi, School",TV,12,A-1 Pictures,PG-13 - Teens 13 or older,2015,Winter,7.54,[1 - 13],"['Harem', 'Comedy', 'Romance', 'Ecchi', 'School']",['A-1Pictures']
8886,23279,"Military, Sci-Fi, Psychological",Movie,1,"Manglobe, Geno Studio",R+ - Mild Nudity,2017,Winter,7.17,[1 - 13],"['Military', 'Sci-Fi', 'Psychological']","['Manglobe', 'GenoStudio']"
8887,23281,"Action, Sci-Fi, Police, Psychological",TV,11,Tatsunoko Production,R - 17+ (violence & profanity),2014,Fall,7.42,[1 - 13],"['Action', 'Sci-Fi', 'Police', 'Psychological']",['TatsunokoProduction']
8888,23283,"Mystery, Psychological, Thriller",TV,11,MAPPA,R - 17+ (violence & profanity),2014,Summer,8.12,[1 - 13],"['Mystery', 'Psychological', 'Thriller']",['MAPPA']
8889,23285,"Slice of Life, Comedy, Kids",ONA,1,Studio Colorido,G - All Ages,2014,Winter,7.02,[1 - 13],"['SliceofLife', 'Comedy', 'Kids']",['StudioColorido']
